icao,name,callsign,country
AZM,Aerocozumel,AEROCOZUMEL,Mexico
AZN,Amaszonas,,Bolivia
AZP,Arizona Pacific Airways,ARIZONA PACIFIC,United States
AZQ,Silk Way Airlines,SILK LINE,Azerbaijan
AZR,Zenith Air,ZENAIR,South Africa
AZS,Aviacon Zitotrans Air Company,ZITOTRANS,Russia
AZT,Azimut, S.A.,AZIMUT
AZU,Azul,,Brazil
AZV,Azov Avia Airlines,AZOV AVIA,Ukraine
AZW,Air Zimbabwe,AIR ZIMBABWE,Zimbabwe
AZX,Air Max Africa,AZIMA,Gabon
AZY,Arizona Airways, Inc.,ARIZAIR
AZZ,Azza Transport,AZZA TRANSPORT,Sudan
BAA,Balkan Agro Aviation,BALKAN AGRO,Bulgaria
BAB,Bahrain Air BSC (Closed),AWAL,Bahrain
BAC,BAC Leasing Limited, ,United Kingdom
BAE,BAE Systems,FELIX,United Kingdom
BAF,Belgian Air Force,BELGIAN AIRFORCE,Belgium
BAG,dba,SPEEDWAY,Germany
BAH,The Amiri Flight,BAHRAIN,Bahrain
BAJ,Baker Aviation,BAKER AVIATION,United States
BAK,Blackhawk Airways,BLACKHAWK,United States
BAL,Britannia Airways,BRITANNIA,United Kingdom
BAM,Business Air Services,BUSINESS AIR,Canada
BAN,British Antarctic Survey,PENGUIN,United Kingdom
BAP,Trans International Express Aviation,BIG APPLE,United States
BAR,Bradly Air (Charter) Services,BRADLEY,Canada
BAS,Aero Services,AEROSERV,Barbados
BAT,Premiair,BALLISTIC,Luxembourg
BAU,Bissau Airlines,AIR BISSAU,Guinea-Bissau
BAV,Bay Aviation Ltd,BAY AIR,Bangladesh
BAW,British Airways,SPEEDBIRD,United Kingdom
BAX,Best Aero Handling Ltd,,Russia
BAY,Bayon Airlines,BAYON,Cambodia
BAZ,BAE Systems Flight Training,,Australia
BBA,Bannert Air,BANAIR,Austria
BBB,SwedJet Airways,BLACKBIRD,Sweden
BBC,Biman Bangladesh Airlines,BANGLADESH,Bangladesh
BBD,Bluebird Cargo,BLUE CARGO,Iceland
BBE,Ababeel Aviation,BABEL AIR,Sudan
BBG,Bluebird Airways (BZ),,Greece
BBL,IBM Euroflight Operations,BLUE,Switzerland
BBO,Flybaboo,BABOO,Switzerland
BBR,Santa Barbara Airlines,SANTA BARBARA,Venezuela
BBS,Beibars CJSC,BEIBARS,Kazakhstan
BBT,Air Bashkortostan,AGYDAL,Russia
BBV,Bravo Airlines,BRAVO EUROPE,Spain
BBZ,Blue Bird Aviation,COBRA,Kenya
BCB,Carib Express,WAVEBIRD,Barbados
BCC,BusinessAir,,Thailand
BCF,BACH Flugbetriebsges,BACH,Austria
BCH,Phillips Air,BEACHBALL,United States
BCI,Blue Islands,BLUE ISLAND,United Kingdom
BCK,Priority Aviation Company,BANKCHECK,United States
BCL,British Caribbean Airways,,United Kingdom
BCN,Ocean Air,BLUE OCEAN,Mauritania
BCR,British Charter,BACKER,United Kingdom
BCS,European Air Transport,EUROTRANS,Belgium
BCT,BCT Aviation,BOBCAT,United Kingdom
BCV,Business Aviation Center,BUSINESS AVIATION,Ukraine
BCY,CityJet,CITY-IRELAND,Ireland
BDA,Blue Dart Aviation,BLUE DART,India
BDF,Bissau Discovery Flying Club,BISSAU DISCOVERY,Guinea-Bissau
BDG,Mississippi State University,BULLDOG,United States
BDM,Air Bandama,BANDAMA,Ivory Coast
BDN,DERA Boscombe Down,GAUNTLET,United Kingdom
BDR,Badr Airlines,BADR AIR,Sudan
BDS,South Asian Airlines,SOUTH ASIAN,Bangladesh
BEA,Best Aviation Ltd,BEST AIR,Bangladesh
BEC,State Air Company Berkut,,Kazakhstan
BED,Belgorod Aviation Enterprise,BELOGORYE,Russia
BEE,Flybe,JERSEY,United Kingdom
BEF,Balear Express,BALEAR EXPRESS,Spain
BEH,Bel Air Helicopters,BLUECOPTER,Denmark
BEK,Berkut Air,BERKUT,Kazakhstan
BER,Air Berlin,AIR BERLIN,Germany
BES,Aero Services Executive,BIRD EXPRESS,France
BET,BETA - Brazilian Express Transportes Aereos,BETA CARGO,Brazil
BEU,Bateleur Air,,South Africa
BEZ,Kingfisher Air Services,SEA BREEZE,United States
BFA,Presidence Du Faso,,Burkina Faso
BFC,Basler Flight Service,BASLER,United States
BFF,Air Baffin,AIR BAFFIN,Canada
BFG,Bear Flight,BEARFLIGHT,Sweden
BFL,Buffalo Airways,BUFFALO,Canada
BFN,Compangnie Nationale Naganagani,,Burkina Faso
BFO,Bombardier,BOMBARDIER,Canada
BFR,Burkina Airlines,BURKLINES,Burkina Faso
BFS,Business Flight Sweden,BUSINESS FLIGHT,Sweden
BFW,Bahrain Defence Force,SUMMAN,Bahrain
BGA,Airbus Transport International,BELOUGA,France
BGD,Air Bangladesh,AIR BANGLA,Bangladesh
BGF,Aviodetachment-28,BULGARIAN,Bulgaria
BGG,Aero BG,AERO BG,Mexico
BGH,BH Air,BALKAN HOLIDAYS,Bulgaria
BGI,British Gulf International,BRITISH GULF,S
BGK,British Gulf International-Fez,GULF INTER,Kyrgyzstan
BGL,Benin Golf Air,BENIN GOLF,Benin
BGM,Bugulma Air Enterprise,BUGAVIA,Russia
BGR,Budget Air Bangladesh,BUDGET AIR,Bangladesh
BGT,Bergen Air Transport,BERGEN AIR,Norway
BGY,Bingo Airways,,Poland
BHA,Buddha Air,BUDDHA AIR,Nepal
BHC,Aerotaxis De La Bahia,BAHIA,Mexico
BHI,Balkh Airlines,SHARIF,Afghanistan
BHL,Bristow Helicopters,BRISTOW,United Kingdom
BHN,Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria
BHO,Bhoja Airlines,BHOJA,Pakistan
BHP,Belair Airlines,BELAIR,Switzerland
BHR,Bighorn Airways,BIGHORN AIR,United States
BHS,Bahamasair,BAHAMAS,Bahamas
BHT,Bright Air,BRIGHTAIR,Netherlands
BHV,Specavia Air Company,AVIASPEC,Russia
BHY,Bosphorus European Airways,BOSPHORUS,Turkey
BIB,Michelin Air Services,,France
BID,Binair,BINAIR,Germany
BIE,Air Mediterranee,MEDITERRANEE,France
BIG,Big Island Air,BIG ISLE,United States
BIH,British International Helicopters,BRINTEL,United Kingdom
BIL,Billund Air Center,BILAIR,Denmark
BIN,Boise Interagency Fire Center,BISON-AIR,United States
BIR,Bird Leasing,BIRD AIR,United States
BIS,Irbis Air,IRBIS,Kazakhstan
BIV,Aviaservice,AVIASERVICE,Georgia
BIZ,Bizjet Ltd,BIZZ,United Kingdom
BJA,Baja Air,BAJA AIR,Mexico
BJC,Baltic Jet Aircompany,BALTIC JET,Latvia
BJK,Atlantic Airlines,BLACKJACK,United States
BJS,Business Jet Solutions,SOLUTION,United States
BJT,ACM Aviation,BAY JET,United States
BKA,Bankair,BANKAIR,United States
BKF,BF-Lento OY,BAKERFLIGHT,Finland
BKH,RAF Barkston Heath,,United Kingdom
BKJ,Barken International,BARKEN JET,United States
BKL,Aircompany Barcol,BARCOL,Russia
BKP,Bangkok Airways,BANGKOK AIR,Thailand
BKR,Civil Air Patrol South Carolina Wing,BOX KAR,United States
BKV,Bukovyna,BUKOVYNA,Ukraine
BKY,Blue Sky America,,United States
BLA,All Charter Limited,ALL CHARTER,United Kingdom
BLB,Blue Bird Aviation,BLUEBIRD SUDAN,Sudan
BLC,Bellesavia,BELLESAVIA,Belarus
BLE,Blue Line,BLUE BERRY,France
BLF,Blue1,BLUEFIN,Finland
BLG,Belgavia,BELGAVIA,Belgium
BLH,Blue Horizon Travel Club,BLUE HORIZON,United States
BLI,Thyssen Krupp AG,BLUELINE,Germany
BLJ,Blue Jet,BLUEWAY,Spain
BLK,Westcoast Energy,BLUE FLAME,Canada
BLL,Baltic Airlines,BALTIC AIRLINES,Russia
BLM,Blue Airways,BLUE ARMENIA,Armenia
BLN,Bali International Air Service,BIAR,Indonesia
BLR,Atlantic Coast Airlines,BLUE RIDGE,United States
BLS,Bearskin Lake Air Service,BEARSKIN,Canada
BLT,Baltic Aviation,BALTAIR,United States
BLU,IMP Aviation Services,BLUENOSE,Canada
BLV,Bellview Airlines,BELLVIEW AIRLINES,Nigeria
BLW,Wermlandsflyg AB,BLUESTAR,Sweden
BLX,TUIfly Nordic,BLUESCAN,Sweden
BLY,Starair,BLARNEY,Ireland
BLZ,Aero Barloz,AEROLOZ,Mexico
BMA,bmi,MIDLAND,United Kingdom
BMD,British Medical Charter,BRITISH MEDICAL,United Kingdom
BME,Briggs Marine Environmental Services,BRIGGS,United Kingdom
BMH,Bristow Masayu Helicopters,MASAYU,Indonesia
BMI,bmibaby,BABY,United Kingdom
BMJ,Bemidji Airlines,BEMIDJI,United States
BMK,GST Aero Aircompany,MURAT,Kazakhstan
BML,Bismillah Airlines,BISMILLAH,Bangladesh
BMM,Atlas Blue,ATLAS BLUE,Morocco
BMN,Bowman Aviation,BOWMAN,United States
BMR,British Midland Regional,,United Kingdom
BMV,Alatau Airlines,OLIGA,Kazakhstan
BMW,BMW,BMW-FLIGHT,Germany
BMX,Banco de Mexico,BANXICO,Mexico
BNB,Aero Banobras,AEROBANOBRAS,Mexico
BNC,Sundance Air,BARNACLE AIR,United States
BND,Bond Offshore Helicopters,BOND,United Kingdom
BNE,Benina Air,BENINA AIR,Libya
BNF,Braniff International Airways,Braniff,United States
BNG,BN Group Limited,VECTIS,United Kingdom
BNI,Alberni Airways,ALBERNI,Canada
BNL,Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia
BNR,Bonair Aviation,BONAIR,Canada
BNS,Bancstar - Valley National Corporation,BANCSTAR,United States
BNT,Bentiu Air Transport,BENTIU AIR,Sudan
BNV,Benane Aviation Corporation,BENANE,Mauritania
BNW,British North West Airlines,BRITISH NORTH,United Kingdom
BNX,LAI - Linea Aerea IAACA,AIR BARINAS,Venezuela
BNZ,Aerolineas Bonanza,AERO BONANZA,Mexico
BOA,Boniair,KUMANOVO,Macedonia
BOC,Aerobona,AEROBONA,Mexico
BOD,Bond Air Services,UGABOND,Uganda
BOE,Boeing,BOEING,United States
BOF,Bordaire,BORDAIR,Canada
BOI,Aboitiz Air,ABAIR,Philippines
BOL,Transportes Aereos Bolivianos,BOL,Bolivia
BON,Air Bosna,AIR BOSNA,Bosnia and Herzegovina
BOO,Bookajet Limited,BOOKAJET,United Kingdom
BOS,OpenSkies,MISTRAL,United Kingdom
BOT,Air Botswana,BOTSWANA,Botswana
BOU,Bouraq Indonesia Airlines,BOURAQ,Indonesia
BOV,Boliviana de Aviacion (OB),BOLIVIANA,Bolivia
BOX,Tiphook PLC,BOX,United Kingdom
BPA,Blue Panorama Airlines,BLUE PANOROMA,Italy
BPK,Berkhut ZK,VENERA,Kazakhstan
BPO,Bundepolizei-Fliegertruppe,PIROL,Germany
BPS,Budapest Aircraft Services/Manx2,BASE,Hungary
BPT,Bonus Aviation,BONUS,United Kingdom
BPX,British Petroleum Exploration,,Colombia
BQB,Buquebus Líneas Aéreas,,Uruguay
BRA,Braathens,Braathens,Norway
BRB,BRA-Transportes Aereos,BRA-TRANSPAEREOS,Brazil
BRD,Brock Air Services,BROCK AIR,Canada
BRE,Breeze Ltd,AVIABREEZE,Ukraine
BRF,Air Bravo,AIR BRAVO,Uganda
BRG,Bering Air,BERING AIR,United States
BRK,Briansk State Air Enterprise,BRIANSK-AVIA,Russia
BRL,Air Brasd'or,BRASD'OR,Canada
BRM,Air 500,BOOMERANG,Canada
BRN,Branson Airlines,BRANSON,United States
BRO,BASE Regional Airlines,COASTRIDER,Netherlands
BRP,Airport Bratsk,AEROBRA,Russia
BRQ,El-Buraq Air Transport,BURAQAIR,Libya
BRR,Mountain Air Service,MOUNTAIN AIR,United States
BRS,Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil
BRT,British Regional Airlines,BRITISH,United Kingdom
BRU,Belavia Belarusian Airlines,BELARUS AVIA,Belarus
BRV,Bravo Air Congo,BRAVO,Democratic Republic of the Congo
BRW,Bright Aviation Services,BRIGHT SERVICES,Bulgaria
BRX,Buffalo Express Airlines,BUFF EXPRESS,United States
BRY,Burundayavia,BURAIR,Kazakhstan
BRZ,Samara Airlines,BERYOZA,Russia
BSA,Black Stallion Airways,Stallion,United States
BSB,Air Wings,ARBAS,Moldova
BSC,Bistair - Fez,BIG SHOT,Kyrgyzstan
BSD,Blue Star Airlines,AIRLINES STAR,Mexico
BSI,Brasair Transportes Aereos,BRASAIR,Brazil
BSJ,Blue Swann Aviation,BLUE SWANN,United Kingdom
BSK,Miami Air International,BISCAYNE,United States
BSM,Blue Sky Aviation,,Lebanon
BSN,Connectair Charters,BASTION,Canada
BSP,Global Airways,,Democratic Republic of Congo
BSR,Guine Bissaur Airlines,BISSAU AIRLINES,Guinea-Bissau
BSS,Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau
BST,Best Air,TUNCA,Turkey
BSW,Blue Sky Airways,SKY BLUE,Czech Republic
BSX,Bassaka airlines,5B,Cambodia
BSY,Big Sky Airlines,BIG SKY,United States
BTA,ExpressJet,JET LINK,United States
BTC,BAL Bashkirian Airlines,BASHKIRIAN,Russia
BTH,Baltijas Helicopters,BALTIJAS HELICOPTERS,Latvia
BTI,Air Baltic,AIRBALTIC,Latvia
BTK,Baltyka,BALTYKA,Ukraine
BTL,Baltia Air Lines,BALTIA FLIGHT,United States
BTM,Air Batumi,,Georgia
BTP,Veritair Ltd,NET RAIL,United Kingdom
BTQ,Boutique Air (Priv),,United States
BTR,Botir-Avia,BOTIR-AVIA,Kyrgyzstan
BTS,Aerotaxis Albatros,AEROLINEAS ALBATROS,Mexico
BTT,BT-Slavuta,BEETEE-SLAVUTA,Ukraine
BTU,Rolls-Royce plc,ROLLS,United Kingdom
BTV,Metro Batavia,BATAVIA,Indonesia
BUB,Air Bourbon,BOURBON,Reunion
BUC,Bulgarian Air Charter,BULGARIAN CHARTER,Bulgaria
BUE,Orebro Aviation,BLUELIGHT,Sweden
BUL,Blue Airlines,BLUE AIRLINES,Democratic Republic of the Congo
BUN,Buryat Airlines Aircompany,BURAL,Russia
BUR,Air Bucharest,,Romania
BUU,Baikotovitchestrian Airlines ,,American Samoa
BUZ,buzz,,
BVA,Buffalo Airways,BUFFALO AIR,United States
BVC,Bulgarian Aeronautical Centre,BULGARIAN WINGS,Bulgaria
BVN,Baron Aviation Services,SHOW-ME,United States
BVR,ACM Air Charter,BAVARIAN,Germany
BVT,Berjaya Air,BERJAYA,Malaysia
BVU,Bellview Airlines, Sierra Leone,
BVV,Spark+ Joint-Stock Company,SPARK,Russia
BWA,Caribbean Airlines,CARIBBEAN AIRLINES,Trinidad and Tobago
BWG,Blue Wings,BLUE WINGS,Germany
BWI,Blue Wing Airlines,BLUE TAIL,Suriname
BWL,BWA (2002) Ltd,BRITWORLD,United Kingdom
BWY,Fleet Requirements Air Direction Unit,BROADWAY,United Kingdom
BXA,Bahrain Executive Air Services,BEXAIR,Bahrain
BXH,Bar XH Air,PALLISER,Canada
BXI,Brussels International Airlines,XENIA,Belgium
BXR,Redding Aero Enterprises,BOXER,United States
BXS,Spantax S.A.,,Spain
BYA,Berry Aviation,BERRY,United States
BYC,Northern Airlines Sanya,BEIYA,China
BYE,Bayu Indonesia Air,BAYU,Indonesia
BYL,Bylina Joint-Stock Company,BYLINA,Russia
BYR,Berytos Airlines,,Lebanon
BYT,Patriot Aviation Limited,BYTE,United Kingdom
BZA,Bizair Fluggesellschaft,BERLIN BEAR,Germany
BZD,Canadian Global Air Ambulance,BLIZZARD,Canada
BZE,BRAZIL AIR,BRAZIL AIR,Brazil
BZF,Jet Aviation Business Jets,BIZFLEET,United States
BZH,Brit Air,BRITAIR,France
BZL,Aero Brazil,,Brazil
BZS,Aero Biniza,BINIZA,Mexico
BZZ,Butane Buzzard Aviation Corporation,BUZZARD,United Kingdom
CAA,Atlantic Southeast Airlines,Chandler,United States
CAB,Chesapeake Air Service,CHESAPEAKE AIR,United States
CAC,Conquest Airlines,CONQUEST AIR,United States
CAD,Chilliwack Aviation,CHILLIWACKAIR,Canada
CAE,Colibri Aviation,HUMMINGBIRD,Canada
CAG,China National Aviation Corporation,CHINA NATIONAL,China
CAH,Charlan Air Charter,CHARLAN,South Africa
CAI,Corendon Airlines,CORENDON,Turkey
CAJ,Air Caraibes Atlantique,CAR LINE,France
CAK,Congo Air,,Bahamas
CAL,China Airlines,DYNASTY,Taiwan
CAM,Camai Air,AIR CAMAI,United States
CAN,Crest Aviation,CREST,United Kingdom
CAO,Air China Cargo,AIRCHINA FREIGHT,China
CAP,CanXplorer,,Canada
CAQ,Cityair (Chester) Limited,AIR CHESTER,United Kingdom
CAR,Inter RCA,QUEBEC ROMEO,Central African Republic
CAS,Christman Air System,CHRISTMAN,United States
CAT,Copenhagen Airtaxi,AIRCAT,Denmark
CAV,Calm Air,CALM AIR,Canada
CAW,Comair,COMMERCIAL,South Africa
CAX,Central Air Express,CENTRAL EXPRESS,Democratic Republic of Congo
CAY,Cayman Airways,CAYMAN,Cayman Islands
CAZ,Cat Aviation,EUROCAT,Switzerland
CBA,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic
CBB,Cheboksary Airenterprise JSC,CHEBAIR,Russia
CBC,Caribair,CARIBAIR,Dominican Republic
CBD,Lockheed Martin Aeronautics,CATBIRD,United States
CBE,Aerovias Caribe,AEROCARIBE,Mexico
CBF,China Northern Airlines,CHINA NORTHERN,China
CBG,GX Airlines,SPRAY,China
CBI,CABI,CABI,Ukraine
CBL,Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States
CBM,Cherokee Express,BLUE MAX,United States
CBN,Swedish Civil Aviation Administration,CALIBRATION,Sweden
CBO,Aerotaxi del Cabo,TAXI CABO,Mexico
CBR,Cabair College of Air Training,CABAIR,United Kingdom
CBS,Air Columbus,AIR COLUMBUS,Ukraine
CBT,Catalina Flying Boats,CATALINA AIR,United States
CBV,Aero Cabo,CABOAEREO,Mexico
CBY,Coningsby Flying Training Unit,TYPHOON,United Kingdom
CCA,Air China,AIR CHINA,China
CCB,CARICOM AIRWAYS (BARBADOS) INC.,,Barbados
CCC,CCML Airlines,,Colombia
CCE,Cairo Air Transport Company,,Egypt
CCF,CCF Manager Airline,TOMCAT,Germany
CCG,Central Connect Airlines,,Czech Republic
CCH,Chilchota Taxi Aereo,CHILCHOTA,Mexico
CCI,Capital Cargo International Airlines,CAPPY,United States
CCK,Flight Trac,CABLE CHECK,United States
CCM,Corse-Mediterranee,CORSICA,France
CCP,Champion Air,CHAMPION AIR,United States
CCQ,Capital City Air Carriers,CAP CITY,United States
CCV,Centro De Helicopteros Corporativos,HELICORPORATIVO,Mexico
CCW,Coptrade Air Transport,COPTRADE AIR,Sudan
CCX,Colt International,,United States
CCY,Cherry Air,CHERRY,United States
CDA,Aerocardal,CARDAL,Chile
CDE,Comed Group,COMEX,United Kingdom
CDG,Shandong Airlines,SHANDONG,China
CDI,Cards Air Services,CARDS,Philippines
CDL,Sunbird Airlines,CAROLINA,United States
CDM,Carga Aerea Dominicana,CARGA AEREA,Dominican Republic
CDN,Canadian Airlines,CANADIAN,Canada
CDP,Aero Condor Peru,CONDOR-PERU,Peru
CDR,Canadian Regional Airlines,CANADIAN REGIONAL,Canada
CDS,Spectrem Air,SPECDAS,South Africa
CDT,Real Aero Club de Reus-Costa Dorado,AEROREUS,Spain
CDU,Aerotrans,,Russia
CDV,Airline Skol,SKOL,Russia
CDY,Heliaviation Limited,CADDY,United Kingdom
CEA,RegionsAir,CORP-X,United States
CEB,Cebu Pacific,CEBU AIR,Philippines
CEC,Celtic Airways,CELTAIR,United Kingdom
CED,CEDTA (Compania Ecuatoriana De Transportes Aereos),CEDTA,Ecuador
CEE,Servicios Aereos Centrales,CENTRA AEREOS,Mexico
CEF,Czech Air Force,CZECH AIR FORCE,Czech Republic
CEG,Cega Aviation,CEGA,United Kingdom
CEL,CEIBA Intercontinental,CEIBA LINE,Equatorial Guinea
CEM,Central Mongolia Airways,CENTRAL MONGOLIA,Mongolia
CEO,Comfort Express Virtual Charters,,United States
CEP,Chipola Aviation,CHIPOLA,United States
CER,Cetraca Aviation Service,CETRACA,Democratic Republic of the Congo
CES,China Eastern Airlines,CHINA EASTERN,China
CET,Centrafrican Airlines,CENTRAFRICAIN,Central African Republic
CEV,Cente D'Essais En Vol,CENTEV,France
CEX,Capitol Air Express,CAPITOL EXPRESS,United States
CEY,Air Century,,Dominican Republic
CFA,China Flying Dragon Aviation,FEILONG,China
CFC,Canadian Forces,CANFORCE,Canada
CFD,Cranfield University,AERONAUT,United Kingdom
CFE,BA CityFlyer,FLYER,United Kingdom
CFF,Aerofan,AEROFAN,Spain
CFG,Condor Flugdienst,CONDOR,Germany
CFH,Care Flight,CARE FLIGHT,Australia
CFI,Flight Inspection Center of the General Administration of Civil Aviation in China,CHINA JET,China
CFJ,Fujian Airlines,FUJIAN,China
CFL,Swedish Airlines,SWEDISH,Sweden
CFM,ACEF,ACEF,Portugal
CFN,Church Fenton Flying Training Unit,CHURCH FENTON,United Kingdom
CFP,Compania de Aviacion Faucett,,Peru
CFR,Africa One,,Democratic Republic of the Congo
CFS,Empire Airlines,EMPIRE AIR,United States
CFT,Jet Freighters,CASPER FREIGHT,United States
CFU,United Kingdom Civil Aviation Authority,MINAIR,United Kingdom
CFV,Aero Calafia,CALAFIA,Mexico
CFZ,Zhongfei General Aviation,ZHONGFEI,China
CGA,Congressional Air,CONGRESSIONAL,United States
CGB,Air Cargo Belize,CARGO BELIZE,Belize
CGC,Cal Gulf Aviation,CAL-GULF,Sao Tome and Principe
CGD,Charlotte Air National Guard,,United States
CGE,Nelson Aviation College,COLLEGE,New Zealand
CGG,Walmart Aviation,CHARGE,United States
CGH,Guizhou Airlines,GUIZHOU,China
CGI,Rusair JSAC,CGI-RUSAIR,Russia
CGK,Click Airways,CLICK AIR,Kyrgyzstan
CGL,Seagle Air,SEAGLE,Slovakia
CGM,Cargoman,HOTEL CHARLIE,Oman
CGN,Changan Airlines,CHANGAN,China
CGO,Chicago Air,WILD ONION,United States
CGP,Cargo Plus Aviation,,United Arab Emirates
CGR,Compagnia Generale Ripreseaeree,COMPRIP,Italy
CGS,Centre of Applied Geodynamica,GEO CENTRE,Russia
CGU,Chinguetti Airlines,CHINGUETTI,Mauritania
CGV,Aero Clube Do Algarve,CLUBE ALGARVE,Portugal
CGW,Air Great Wall,CHANGCHENG,China
CGX,United States Coast Guard Auxiliary,COASTGUARD AUXAIR,United States
CGY,Corporacion Paraguaya De Aeronautica,,Paraguay
CHA,Central Flying Service,CHARTER CENTRAL,United States
CHB,West Air China,WEST CHINA,China
CHC,China Ocean Helicopter Corporation,CHINA HELICOPTER,China
CHD,223 Flight Unit State Airline,CHKALOVSK-AVIA,Russia
CHE,Top Flight Air Service,CHECK AIR,United States
CHF,Chitaavia,CHITA,Russia
CHG,AC Challenge Aero,SKY CHALLENGER,Ukraine
CHH,Hainan Airlines,HAINAN,China
CHI,Cougar Helicopters,COUGAR,Canada
CHJ,Aircompany Chaika,AIR CHAIKA,Ukraine
CHK,Chalk's Ocean Airways,CHALKS,United States
CHL,Cohlmia Aviation,COHLMIA,United States
CHM,Chemech Aviation,,Pakistan
CHN,Channel Island Aviation,CHANNEL,United States
CHO,Chrome Air Services,CHROME AIR,United States
CHP,Consorcio Aviaxsa,AVIACSA,Mexico
CHQ,Chautauqua Airlines,CHAUTAUQUA,United States
CHR,Air Charter Services,ZAIRE CHARTER,Democratic Republic of the Congo
CHS,Challenge Aviation,CHALLENGE AVIATION,Australia
CHU,Church Aircraft,CHURCHAIR,United States
CHV,Air Charter Professionals,CHARTAIR,United States
CHW,Charter Air,CHARTER WIEN,Austria
CHZ,Cherline,CHERL,Russia
CIA,Civil Aviation Authority,CALIMERA,Slovakia
CIB,Condor,CONDOR BERLIN,Germany
CIC,ICC Canada,AIR TRADER,Canada
CID,Asia Continental Airlines,ACID,Kazakhstan
CIE,Czech Government Flying Service,CZECHIA,Czech Republic
CIF,CB Airways UK ( Interliging Flights ),,United Kingdom
CIG,Sirius-Aero,SIRIUS AERO,Russia
CII,Cityfly,CITYFLY,Italy
CIK,Country International Airlines,COUNTRY AIR,Kyrgyzstan
CIL,Cecil Aviation,CECIL,United Kingdom
CIM,Cimber Air,CIMBER,Denmark
CIO,Il Ciocco International Travel Service,CIOCCO,Italy
CIP,City-Air Germany,,Germany
CIR,Arctic Circle Air Service,AIR ARCTIC,United States
CIU,Cielos Airlines,CIELOS,Peru
CIV,Civil Aviation Authority of New Zealand,CIVAIR,New Zealand
CIW,Civair Airways,CIVFLIGHT,South Africa
CIX,City Connexion Airlines,CONNEXION,Burundi
CJA,CanJet,CANJET,Canada
CJC,Colgan Air,COLGAN,United States
CJE,Aeroservices Corporate,BIRD JET,France
CJG,Zhejiang Airlines,ZHEJIANG,China
CJI,Corporate Jets,SEA JET,United States
CJR,Caverton Helicopters,CAVERTON AIR,Nigeria
CJS,Commonwealth Jet Service,COMMONWEALTH,United States
CJT,Cargojet Airways,CARGOJET,Canada
CKA,Cook Inlet Aviation,COOK-AIR,United States
CKC,CKC Services,,United States
CKE,Corporate Aviation Services,CHECKMATE,United States
CKK,China Cargo Airlines,CARGO KING,China
CKL,Aviation Charter Services,CIRCLE CITY,United States
CKM,BKS Air (Rivaflecha),COSMOS,Spain
CKR,Crown Air Systems,CROWN AIR,United States
CKS,Kalitta Air,CONNIE,United States
CLA,Comlux Aviation,COMLUX,Switzerland
CLB,Flight Precision Limited,CALIBRATOR,United Kingdom
CLD,Clowes Estates Limited,CLOWES,United Kingdom
CLE,Colemill Enterprises,COLEMILL,United States
CLF,Bristol Flying Centre,CLIFTON,United Kingdom
CLG,Chalair Aviation,CHALLAIR,France
CLH,Lufthansa CityLine,HANSALINE,Germany
CLI,Calima Aviacion,CALIMA,Spain
CLJ,Cello Aviation,CELLOJET,United Kingdom
CLK,Clark Aviation,CLARKAIR,United States
CLL,Aerovias Castillo,AEROCASTILLO,Mexico
CLM,Cargo Link (Caribbean),CARGO LINK,Barbados
CLN,Barnes Olsen Aeroleasing,SEELINE,United Kingdom
CLP,Aero Club De Portugal,CLUB PORTUGAL,Portugal
CLR,Trans America,CLINTON AIRWAYS,United States
CLS,Challenge Air Transport,AIRISTO,Germany
CLT,Caribbean Air Transport,CARIBBEAN,Netherlands
CLU,Triple Alpha,CAROLUS,Germany
CLV,Lom Praha Flying School,AEROTRAINING,Czech Republic
CLW,Centralwings,CENTRALWINGS,Poland
CLX,Cargolux,CARGOLUX,Luxembourg
CLY,Clay Lacy Aviation,CLAY-LACY,United States
CLZ,Cloud 9 Air Charters,CLOUDLINE,South Africa
CMA,Central European Airlines,EUROCENTRAL,Czech Republic
CME,Prince Edward Air,COMET,Canada
CMF,Air Care Alliance,COMPASSION,United States
CMG,Comet Airlines,SUNSPY,Nigeria
CMH,Commair Aviation,COMMODORE,United Kingdom
CMI,Continental Micronesia,AIR MIKE,United States
CMJ,Mudanjiang General Aviation,MUDANJIANG,China
CMK,Chernomor-Avia,CHERAVIA,Russia
CML,Commander Air Charter,COMMANDAIR,Canada
CMM,Compagnie Aerienne du Mali,CAMALI,Mali
CMN,Eckles Aircraft,CIMMARON AIRE,United States
CMP,Copa Airlines,COPA,Panama
CMR,CAM Air Management,CAMEO,United Kingdom
CMS,Commercial Aviation,ACCESS,Canada
